Column1,Year,Rnd,OvPck,RdPck,Tm,Signed,Name,Pos,WAR,GPl,AB,HR,BA,OPS,GPi,W,L,ERA,WHIP,SV,Type,school,town,ST
81,1966,8,160,20,Twins,Y,Raymond Huett (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,JC,Palomar College ,San Marcos,CA
82,1966,9,180,20,Twins,N,James Needham (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Loomis Chaffee HS ,Windsor,CT
83,1966,10,200,20,Twins,Y,Steve Braun (minors),SS,17.4,1425,3650,52,0.271,0.738,0,0,0,0,0,0,HS,Hopewell Valley Central HS ,Pennington,NJ
84,1966,11,220,20,Twins,Y,Mike Holbrook (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Hoover HS ,Fresno,CA
85,1966,12,240,20,Twins,Y,Ronald Chesebro (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Mayfair HS ,Lakewood,CA
86,1966,13,260,20,Twins,Y,Thomas Maurer (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of St. Thomas ,St. Paul,MN
87,1966,14,280,20,Twins,N,Bruce Wade (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,North Torrance HS ,Torrance,CA
88,1966,15,300,20,Twins,Y,Claude Fontenot (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,San Fernando HS ,San Fernando,CA
89,1966,16,320,20,Twins,Y,Joe Proctor (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Beckmonton HS ,Plattsburg,NY
90,1966,17,340,20,Twins,N,Chuck Scrivener (minors),SS,-0.3,145,310,2,0.19,0.49,0,0,0,0,0,0,HS,Poly HS ,Baltimore,MD
91,1966,18,360,20,Twins,N,Mike Sigman (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Kearny HS ,San Diego,CA
92,1966,19,380,20,Twins,N,Thomas Stack (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Calvert Hall College HS ,Baltimore,MD
93,1966,20,400,20,Twins,N,Dennis Brady (minors),1B,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Purdue University ,West Lafayette,IN
94,1966,21,420,20,Twins,N,Dan Vossler (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Porterville HS ,Porterville,CA
102,1966,22,440,20,Twins,Y,Michael Moran (minors),SS,0,0,0,0,0,0,0,0,0,0,0,0,HS,University HS ,Waco,TX
103,1966,23,460,20,Twins,Y,Ronald Barr (minors),INF,0,0,0,0,0,0,0,0,0,0,0,0,JC,Phoenix College ,Phoenix,AZ
104,1966,24,480,20,Twins,Y,Michael Colin (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Washington ,Seattle,WA
105,1966,25,500,20,Twins,Y,Robert Ziegler (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Iowa State University ,Ames,IA
106,1966,26,520,20,Twins,Y,Larry Walters (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Santiago HS ,Garden Grove,CA
107,1966,27,539,19,Twins,Y,Larry Jerrel (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Montana State University ,Bozeman,MT
108,1966,28,557,18,Twins,N,Tommy Moore (minors),OF,-0.9,19,5,0,0.4,0.8,42,2,4,5.4,1.69,0,HS,Glenn HS ,Norwalk,CA
109,1966,29,574,17,Twins,N,Steve Suetters (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,HS,Loyola HS ,Los Angeles,CA
110,1966,30,591,17,Twins,N,Robert Bentley (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Notre Dame ,South Bend,IN
111,1966,31,608,17,Twins,Y,David Hoffman (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Minnesota ,Minneapolis,MN
112,1966,32,625,17,Twins,Y,Bob Castiglione (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,New York University ,New York,NY
113,1966,33,642,17,Twins,Y,Bill Hahn (minors),OF,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,St. Louis University ,St. Louis,MO
114,1966,34,659,17,Twins,Y,Ralph Perez (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,HS,Washington HS ,Los Angeles,CA
115,1966,35,674,15,Twins,N,Steven Wood (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Kansas State University ,Manhattan,KS
116,1966,36,688,14,Twins,Y,Phillip Johnson (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Northern Iowa ,Cedar Falls,IA
117,1966,37,700,12,Twins,Y,Richard Barnes (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,South Dakota State University ,Brookings,SD
118,1966,38,712,12,Twins,N,Roger Freed (SELECTION VOIDED),Of,1,344,717,22,0.245,0.715,0,0,0,0,0,0,JC,Mount San Antonio College ,Walnut,CA
119,1966,39,723,11,Twins,Y,Neal Baskin (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,"Long Island University, Brooklyn Campus ",Brooklyn,NY
120,1966,40,733,10,Twins,N,William Farmer (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Seton HS ,Endwell,NY
121,1966,41,742,9,Twins,N,John Clifton (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Chapman University ,Orange,CA
122,1966,42,749,7,Twins,Y,Henry Dennis (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Chatham HS ,Chatham,NY
123,1966,43,756,7,Twins,N,Robert Vaughn (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,JC,Cerritos College ,Norwalk,CA
124,1966,44,763,7,Twins,Y,Richard Erisman (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,Lenape HS ,Medford,NJ
125,1966,45,770,7,Twins,Y,Steven Kadison (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,Brown University ,Providence,RI
126,1966,46,777,7,Twins,Y,Willis Lancaster (minors),C,0,0,0,0,0,0,0,0,0,0,0,0,HS,Franklin HS ,New York,NY
127,1966,47,783,6,Twins,N,Thomas Staach (minors),RHP,0,0,0,0,0,0,0,0,0,0,0,0,4Yr,University of Iowa ,Iowa City,IA
128,1966,48,789,6,Twins,N,Roger Zahn (minors),LHP,0,0,0,0,0,0,0,0,0,0,0,0,HS,New Ulm HS ,New Ulm,MN
129,1966,49,795,6,Twins,Y,James Koosa (minors),1B,0,0,0,0,0,0,0,0,0,0,0,0,HS,Cardinal Newman HS ,Columbia,SC
130,1967,1,17,17,Twins,Y,Steve Brye (minors),3B,5.5,697,1997,30,0.258,0.674,0,0,0,0,0,0,HS,St. Elizabeth HS ,Oakland,CA
131,1967,2,37,17,Twins,Y,Bob Storm (minors),3B,0,0,0,0,0,0,0,0,0,0,0,0,HS,John Adams HS ,South Bend,IN
